"","infected.treated.24hr.1","infected.treated.24hr.2","infected.treated.24hr.3","infected.treated.24hr.4","infected.treated.24hr.5","infected.untreated.24hr.1","infected.untreated.24hr.2","infected.untreated.24hr.3","infected.untreated.24hr.4","infected.untreated.24hr.5","uninfected.treated.24hr.1","uninfected.treated.24hr.2","uninfected.treated.24hr.3","uninfected.treated.24hr.4","uninfected.treated.24hr.5","uninfected.untreated.24hr.1","uninfected.untreated.24hr.2","uninfected.untreated.24hr.3","uninfected.untreated.24hr.4","uninfected.untreated.24hr.5"
"ENSG00000225195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225196",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225200",4,15,0,0,0,1,0,12,17,23,4,4,6,12,1,2,1,1,1,10
"ENSG00000225203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225205",25,26,26,22,27,36,27,30,38,33,42,29,37,42,48,17,22,19,21,22
"ENSG00000225206",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000225208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225210",1,9,0,1,0,0,0,4,0,2,3,2,4,5,0,2,0,2,0,3
"ENSG00000225212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225214",0,1,0,1,5,5,7,6,4,6,3,1,4,4,5,1,3,9,0,5
"ENSG00000225215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225216",37,50,43,53,46,2,6,7,9,8,17,29,31,32,26,0,0,3,2,0
"ENSG00000225217",0,0,0,0,0,5,5,32,63,45,0,0,1,0,1,0,1,0,0,2
"ENSG00000225218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225222",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"ENSG00000225224",1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2
"ENSG00000225225",4,3,4,4,6,1,0,1,2,2,9,3,9,5,5,10,3,11,9,7
"ENSG00000225226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225230",5,6,3,6,6,5,5,5,2,3,5,9,12,4,4,9,5,8,7,4
"ENSG00000225231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000225233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225234",6,8,15,9,10,7,2,6,5,3,4,11,18,8,20,16,9,7,14,9
"ENSG00000225235",0,0,0,1,1,2,1,0,1,0,0,1,2,1,1,0,3,0,2,3
"ENSG00000225236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000225240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225254",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225255",0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
"ENSG00000225256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225259",12,25,2,2,2,2,0,11,15,23,20,26,39,34,2,14,6,3,2,16
"ENSG00000225263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225264",2,1,2,2,2,0,0,0,0,1,1,2,1,2,0,0,0,0,1,1
"ENSG00000225265",18,21,20,18,15,6,8,5,3,6,10,22,25,20,24,11,20,12,18,16
"ENSG00000225267",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225272",0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
"ENSG00000225275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225280",7,0,0,0,4,3,3,1,0,4,1,4,2,3,3,0,2,0,0,1
"ENSG00000225282",2,0,2,1,1,3,1,0,1,1,1,1,0,1,3,2,3,0,1,1
"ENSG00000225284",13,11,8,9,12,3,0,4,7,10,8,11,12,8,16,18,11,13,8,7
"ENSG00000225285",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225297",0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
"ENSG00000225298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225299",0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
"ENSG00000225300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225308",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225310",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225313",20,32,19,20,38,43,38,39,24,58,31,37,25,31,30,27,31,22,37,25
"ENSG00000225314",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225326",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000225327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225331",10,12,3,4,6,8,9,11,10,13,2,6,4,3,9,5,3,4,6,5
"ENSG00000225333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225335",43,55,53,59,76,54,39,39,45,52,56,55,56,77,73,103,75,107,111,94
"ENSG00000225336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225338",1,16,0,0,0,1,0,9,10,18,10,5,14,17,0,4,2,0,0,16
"ENSG00000225339",1102,1203,1223,1132,1444,1445,821,958,613,1163,1640,1427,1637,1329,2134,1973,1798,2111,2152,2032
"ENSG00000225341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225342",0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"ENSG00000225343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225345",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000225347",0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0
"ENSG00000225349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225355",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000225356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225357",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000225358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225359",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225361",1,2,0,3,3,0,0,1,3,3,0,1,3,1,2,1,0,0,2,2
"ENSG00000225362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225364",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"ENSG00000225365",0,1,2,0,0,0,0,1,2,2,1,0,1,0,0,0,0,2,2,0
"ENSG00000225366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000225371",4,5,1,2,4,4,4,3,2,1,8,4,5,6,10,3,4,1,2,4
"ENSG00000225376",9,19,9,18,13,6,6,8,4,18,15,23,18,20,22,17,11,19,11,11
"ENSG00000225377",5,11,4,7,4,2,4,0,2,4,5,5,3,5,1,0,1,3,3,3
"ENSG00000225378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225385",0,1,0,0,1,4,0,0,1,3,1,2,2,5,2,3,1,5,8,1
"ENSG00000225386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225392",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"ENSG00000225393",7,13,20,8,13,18,18,8,9,17,14,6,18,15,14,15,15,22,16,10
"ENSG00000225394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225398",0,3,2,2,0,0,1,1,2,1,1,2,2,1,2,0,0,2,0,1
"ENSG00000225399",0,0,2,0,2,0,1,0,0,1,2,0,0,0,0,1,0,0,0,1
"ENSG00000225400",2,5,6,2,5,8,9,5,6,13,7,19,11,6,8,6,5,8,5,6
"ENSG00000225401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225402",1,0,2,0,0,1,2,3,0,1,0,0,0,1,0,3,1,2,1,0
"ENSG00000225404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225405",2,3,0,0,0,0,0,3,6,7,1,0,1,2,0,2,0,0,0,4
"ENSG00000225406",0,1,0,0,0,0,0,1,0,2,1,0,0,1,0,0,1,0,0,1
"ENSG00000225407",0,1,0,0,0,3,1,0,0,1,0,1,1,1,1,0,2,1,2,1
"ENSG00000225408",110,81,108,84,120,58,56,60,46,85,105,154,125,155,118,44,60,65,61,49
"ENSG00000225411",8,4,6,8,6,0,1,4,2,2,11,10,17,12,9,5,3,1,5,9
"ENSG00000225413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225415",1,1,1,0,0,2,0,0,0,1,0,0,2,1,2,1,1,1,0,0
"ENSG00000225416",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
"ENSG00000225417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225419",0,7,0,1,1,1,0,11,8,10,3,3,3,7,2,0,0,0,0,3
"ENSG00000225420",149,144,155,173,184,94,97,93,73,105,135,164,169,164,184,109,84,103,115,98
"ENSG00000225421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225422",63,73,53,72,91,87,62,75,71,85,46,52,77,59,104,95,81,84,77,95
"ENSG00000225423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225428",0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,1,0,0,1,0
"ENSG00000225431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225434",1,0,0,0,0,2,0,2,1,3,1,1,2,2,1,1,0,0,1,0
"ENSG00000225437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225439",0,1,1,0,2,1,0,2,0,1,2,1,0,0,0,1,1,0,3,2
"ENSG00000225442",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"ENSG00000225443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225446",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000225447",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"ENSG00000225448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225449",14,17,17,16,15,8,7,11,6,14,16,20,19,11,18,1,15,17,8,16
"ENSG00000225450",164,264,211,211,258,300,274,234,162,328,306,255,330,295,448,306,266,296,363,250
"ENSG00000225451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225457",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225460",0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,1,0
"ENSG00000225462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225465",3,6,2,0,1,1,0,1,0,2,6,4,8,9,2,3,1,0,2,4
"ENSG00000225466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225470",12,20,8,4,6,0,2,5,8,8,13,9,20,11,11,4,3,2,1,22
"ENSG00000225471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225473",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000225475",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"ENSG00000225476",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225480",1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000225482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225484",59,80,61,66,73,46,23,23,24,32,56,62,72,77,106,53,45,45,59,43
"ENSG00000225486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225487",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000225488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225489",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000225491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225492",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000225493",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"ENSG00000225496",0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000225497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225499",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"ENSG00000225501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225502",1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"ENSG00000225505",0,0,1,0,0,1,0,1,0,1,0,1,0,3,3,0,0,0,0,0
"ENSG00000225506",0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0
"ENSG00000225507",26,34,35,40,49,20,19,20,4,16,43,70,64,60,48,36,29,41,46,29
"ENSG00000225508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225518",0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
"ENSG00000225519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225521",0,0,0,1,0,2,1,0,1,2,0,0,0,1,0,4,1,1,1,0
"ENSG00000225522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225526",23,19,13,14,16,11,3,10,9,6,32,28,38,33,38,18,17,19,21,18
"ENSG00000225527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225531",0,0,0,0,1,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0
"ENSG00000225532",7,7,6,5,5,5,5,6,4,5,1,5,6,3,6,3,6,5,2,3
"ENSG00000225533",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225536",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"ENSG00000225537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225542",0,2,0,0,0,0,0,0,1,0,1,0,1,4,0,1,0,0,0,0
"ENSG00000225544",0,3,0,0,0,0,1,0,2,2,2,0,3,1,1,0,0,0,1,2
"ENSG00000225545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225549",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"ENSG00000225551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225554",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225555",1,1,4,2,0,0,1,2,1,1,1,2,0,2,1,0,0,0,1,0
"ENSG00000225556",3,2,2,8,7,0,0,0,1,1,2,4,4,2,8,2,1,0,2,1
"ENSG00000225557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225558",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"ENSG00000225559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225568",0,0,0,0,0,0,0,2,0,0,3,1,2,0,0,0,0,0,0,2
"ENSG00000225569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225572",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000225573",1,8,1,1,1,2,0,11,10,14,6,9,4,6,2,2,4,1,3,3
"ENSG00000225574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225578",120,133,128,122,135,133,102,79,86,113,134,164,151,143,158,176,157,163,213,156
"ENSG00000225579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225580",1,3,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1
"ENSG00000225581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225591",0,0,0,0,0,0,0,2,1,1,4,0,1,0,0,0,1,0,0,0
"ENSG00000225594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225595",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000225598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
